time_s,Vout_V,iL_A,duty,Rload_ohm
0.002940,4.987471,0.500641,0.41940,10.00
0.002950,4.988593,0.502573,0.41934,10.00
0.002960,4.989195,0.504371,0.41932,10.00
0.002970,4.989873,0.506068,0.41930,10.00
0.002980,4.990622,0.507655,0.41927,10.00
0.002990,4.991436,0.509118,0.41924,10.00
0.003000,4.992360,0.510448,0.41920,10.00
0.003010,4.993543,0.511612,0.41915,10.00
0.003020,4.994769,0.512584,0.41909,10.00
0.003030,4.996027,0.513359,0.41903,10.00
0.003040,4.997309,0.513931,0.41897,10.00
0.003050,4.998633,0.514296,0.41891,10.00
0.003060,5.000066,0.514441,0.41884,10.00
0.003070,5.001492,0.514357,0.41876,10.00
0.003080,5.002903,0.514045,0.41869,10.00
0.003090,5.004286,0.513508,0.41862,10.00
0.003100,5.005427,0.512751,0.41855,10.00
0.003110,5.005700,0.511879,0.41853,10.00
0.003120,5.005931,0.510965,0.41851,10.00
0.003130,5.006119,0.510015,0.41850,10.00
0.003140,5.006262,0.509038,0.41849,10.00
0.003150,5.006525,0.508039,0.41848,10.00
0.003160,5.007400,0.506947,0.41843,10.00
0.003170,5.008218,0.505718,0.41838,10.00
0.003180,5.008973,0.504360,0.41833,10.00
0.003190,5.009660,0.502884,0.41829,10.00
0.003200,5.010393,0.501301,0.41825,10.00
0.003210,5.011524,0.499566,0.41818,10.00
0.003220,5.012567,0.497653,0.41812,10.00
0.003230,5.013514,0.495577,0.41806,10.00
0.003240,5.014358,0.493354,0.41801,10.00
0.003250,5.014847,0.491000,0.41796,10.00
0.003260,5.014244,0.488652,0.41798,10.00
0.003270,5.013539,0.486404,0.41800,10.00
0.003280,5.012739,0.484274,0.41803,10.00
0.003290,5.011850,0.482275,0.41806,10.00
0.003300,5.011022,0.480423,0.41810,10.00
0.003310,5.010696,0.478660,0.41811,10.00
0.003320,5.010294,0.476952,0.41812,10.00
0.003330,5.009817,0.475313,0.41813,10.00
0.003340,5.009270,0.473752,0.41815,10.00
0.003350,5.008359,0.472283,0.41818,10.00
0.003360,5.006203,0.471057,0.41828,10.00
0.003370,5.004009,0.470178,0.41838,10.00
0.003380,5.001796,0.469651,0.41849,10.00
0.003390,4.999578,0.469479,0.41860,10.00
